parmseq,zOutcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zcrkl ,360,zLE8_TOTALSCOREinv,,0.08,0.00605463,28370,13.992916,2.40E-44,0.07,0.1,0.05,0.00003418,1,4.86E-44,1,0,43.61641
1, zkirrel2 ,785,zLE8_TOTALSCOREinv,,-0.08,0.0060532,27666,-13.983689,2.80E-44,-0.1,-0.07,0.05,0.00003418,1,5.57E-44,1,0,43.55673
1, zthbd ,1345,zLE8_TOTALSCOREinv,,0.08,0.0059088,28318,13.948389,4.50E-44,0.07,0.09,0.05,0.00003418,1,9.03E-44,1,0,43.34647
1, zlyn ,865,zLE8_TOTALSCOREinv,,0.08,0.00606674,28196,13.937696,5.20E-44,0.07,0.1,0.05,0.00003418,1,1.05E-43,1,0,43.28121
1, zppp3r1 ,1089,zLE8_TOTALSCOREinv,,0.08,0.00605767,28096,13.9307,5.80E-44,0.07,0.1,0.05,0.00003418,1,1.15E-43,1,0,43.23843
1, zlilrb2 ,839,zLE8_TOTALSCOREinv,,0.08,0.00598299,28555,13.91242,7.40E-44,0.07,0.09,0.05,0.00003418,1,1.48E-43,1,0,43.13044
1, zarhgap25 ,86,zLE8_TOTALSCOREinv,,0.09,0.00612439,27652,13.897514,9.20E-44,0.07,0.1,0.05,0.00003418,1,1.84E-43,1,0,43.03593
1, zprkar1a ,1100,zLE8_TOTALSCOREinv,,0.08,0.0060646,28318,13.895025,9.50E-44,0.07,0.1,0.05,0.00003418,1,1.88E-43,1,0,43.02439
1, zwfdc12 ,1449,zLE8_TOTALSCOREinv,,0.08,0.00546654,28498,13.824779,2.50E-43,0.06,0.09,0.05,0.00003418,1,4.96E-43,1,0,42.60313
1, zegf ,464,zLE8_TOTALSCOREinv,,0.08,0.0060686,28252,13.781276,4.60E-43,0.07,0.1,0.05,0.00003418,1,9.04E-43,1,0,42.34153
1, zchac2 ,286,zLE8_TOTALSCOREinv,,0.08,0.0061281,27652,13.778052,4.80E-43,0.07,0.1,0.05,0.00003418,1,9.51E-43,1,0,42.31926
1, zfhit ,542,zLE8_TOTALSCOREinv,,0.08,0.00613211,27666,13.758018,6.30E-43,0.07,0.1,0.05,0.00003418,1,1.25E-42,1,0,42.19973
1, zlpcat2 ,842,zLE8_TOTALSCOREinv,,0.08,0.00606008,28196,13.72242,1.00E-42,0.07,0.1,0.05,0.00003418,1,2.02E-42,1,0,41.99026
1, zccl2 ,180,zLE8_TOTALSCOREinv,,0.08,0.00606252,28057,13.709167,1.20E-42,0.07,0.09,0.05,0.00003418,1,2.43E-42,1,0,41.91075
1, zdbnl ,407,zLE8_TOTALSCOREinv,,0.08,0.00604414,28445,13.693183,1.50E-42,0.07,0.09,0.05,0.00003418,1,3.00E-42,1,0,41.81763
1, zing1 ,749,zLE8_TOTALSCOREinv,,0.08,0.00613297,27624,13.656379,2.50E-42,0.07,0.1,0.05,0.00003418,1,5.00E-42,1,0,41.59538
1, zil12rb1 ,702,zLE8_TOTALSCOREinv,,0.08,0.00608723,27806,13.655874,2.60E-42,0.07,0.1,0.05,0.00003418,1,5.02E-42,1,0,41.59329
1, zodam ,1003,zLE8_TOTALSCOREinv,,-0.08,0.00606475,27621,-13.643204,3.00E-42,-0.09,-0.07,0.05,0.00003418,1,5.97E-42,1,0,41.51738
1, zslc39a14 ,1254,zLE8_TOTALSCOREinv,,-0.08,0.006081,27666,-13.642007,3.10E-42,-0.09,-0.07,0.05,0.00003418,1,6.05E-42,1,0,41.51052
1, ztp53 ,1393,zLE8_TOTALSCOREinv,,0.08,0.00612897,27652,13.632287,3.50E-42,0.07,0.1,0.05,0.00003418,1,6.90E-42,1,0,41.45296
1, zntprobnp ,993,zLE8_TOTALSCOREinv,,-0.08,0.00573596,28318,-13.615655,4.40E-42,-0.09,-0.07,0.05,0.00003418,1,8.58E-42,1,0,41.35787
1, zflt3lg ,552,zLE8_TOTALSCOREinv,,0.08,0.00589296,28635,13.611305,4.60E-42,0.07,0.09,0.05,0.00003418,1,9.06E-42,1,0,41.33364
1, zhars1 ,636,zLE8_TOTALSCOREinv,,0.08,0.00605414,28335,13.593343,5.90E-42,0.07,0.09,0.05,0.00003418,1,1.16E-41,1,0,41.22628
1, zpam ,1020,zLE8_TOTALSCOREinv,,0.08,0.00599866,28533,13.558946,9.40E-42,0.07,0.09,0.05,0.00003418,1,1.84E-41,1,0,41.0246
1, zb4gat1 ,109,zLE8_TOTALSCOREinv,,-0.08,0.00584804,28335,-13.556055,9.80E-42,-0.09,-0.07,0.05,0.00003418,1,1.92E-41,1,0,41.00669
1, zptn ,1125,zLE8_TOTALSCOREinv,,0.08,0.00585164,27812,13.525845,1.50E-41,0.07,0.09,0.05,0.00003418,1,2.90E-41,1,0,40.82681
1, zfen1 ,531,zLE8_TOTALSCOREinv,,0.08,0.00610992,27652,13.503924,2.00E-41,0.07,0.09,0.05,0.00003418,1,3.89E-41,1,0,40.69754
1, zpecam1 ,1043,zLE8_TOTALSCOREinv,,0.08,0.00605064,28335,13.489307,2.40E-41,0.07,0.09,0.05,0.00003418,1,4.70E-41,1,0,40.6151
1, zclec10a ,299,zLE8_TOTALSCOREinv,,0.08,0.00604717,28096,13.444748,4.40E-41,0.07,0.09,0.05,0.00003418,1,8.57E-41,1,0,40.35367
1, zfoxo1 ,560,zLE8_TOTALSCOREinv,,0.08,0.00606403,28258,13.444521,4.40E-41,0.07,0.09,0.05,0.00003418,1,8.57E-41,1,0,40.35307
1, ztdrkh ,1331,zLE8_TOTALSCOREinv,,0.08,0.0061279,27666,13.437808,4.90E-41,0.07,0.09,0.05,0.00003418,1,9.43E-41,1,0,40.31124
1, zstat5b ,1298,zLE8_TOTALSCOREinv,,0.08,0.00607367,28196,13.418874,6.30E-41,0.07,0.09,0.05,0.00003418,1,1.21E-40,1,0,40.20333
1, ztreml2 ,1402,zLE8_TOTALSCOREinv,,0.08,0.00598995,28335,13.410121,7.00E-41,0.07,0.09,0.05,0.00003418,1,1.35E-40,1,0,40.15299
1, ztnfrsf13c ,1374,zLE8_TOTALSCOREinv,,0.08,0.0060662,27806,13.384697,9.90E-41,0.07,0.09,0.05,0.00003418,1,1.91E-40,1,0,40.00283
1, zmesd ,896,zLE8_TOTALSCOREinv,,0.08,0.00605305,28335,13.371506,1.20E-40,0.07,0.09,0.05,0.00003418,1,2.26E-40,1,0,39.9286
1, zcd34 ,226,zLE8_TOTALSCOREinv,,-0.08,0.006013,28490,-13.366086,1.30E-40,-0.09,-0.07,0.05,0.00003418,1,2.43E-40,1,0,39.89783
1, zrbp2 ,1151,zLE8_TOTALSCOREinv,,0.08,0.00602913,28196,13.364533,1.30E-40,0.07,0.09,0.05,0.00003418,1,2.48E-40,1,0,39.88755
1, zvps53 ,1435,zLE8_TOTALSCOREinv,,0.08,0.0060736,28196,13.352083,1.50E-40,0.07,0.09,0.05,0.00003418,1,2.93E-40,1,0,39.81538
1, zchl1 ,291,zLE8_TOTALSCOREinv,,-0.08,0.00603203,28403,-13.336376,1.90E-40,-0.09,-0.07,0.05,0.00003418,1,3.60E-40,1,0,39.72531
1, zmcfd2 ,887,zLE8_TOTALSCOREinv,,0.08,0.00606982,28174,13.325444,2.20E-40,0.07,0.09,0.05,0.00003418,1,4.16E-40,1,0,39.66108
1, zrrm2b ,1175,zLE8_TOTALSCOREinv,,0.08,0.00612834,27652,13.30511,2.90E-40,0.07,0.09,0.05,0.00003418,1,5.48E-40,1,0,39.54129
1, zcert ,278,zLE8_TOTALSCOREinv,,0.08,0.00613365,27666,13.283339,3.80E-40,0.07,0.09,0.05,0.00003418,1,7.30E-40,1,0,39.41575
1, zprkab1 ,1099,zLE8_TOTALSCOREinv,,0.08,0.00612181,27806,13.254243,5.60E-40,0.07,0.09,0.05,0.00003418,1,1.07E-39,1,0,39.24882
1, zcd40lg ,230,zLE8_TOTALSCOREinv,,0.08,0.00602205,28635,13.244152,6.40E-40,0.07,0.09,0.05,0.00003418,1,1.21E-39,1,0,39.19428
1, zmitd1 ,910,zLE8_TOTALSCOREinv,,0.08,0.00608048,28096,13.242525,6.60E-40,0.07,0.09,0.05,0.00003418,1,1.24E-39,1,0,39.18269
1, zcasp1 ,163,zLE8_TOTALSCOREinv,,0.08,0.00612581,27666,13.21032,1.00E-39,0.07,0.09,0.05,0.00003418,1,1.91E-39,1,0,38.99597
1, zabhd14b ,2,zLE8_TOTALSCOREinv,,0.08,0.00608794,28011,13.207489,1.00E-39,0.07,0.09,0.05,0.00003418,1,1.97E-39,1,0,38.98121
1, zanpep ,68,zLE8_TOTALSCOREinv,,0.08,0.00605876,28401,13.204208,1.10E-39,0.07,0.09,0.05,0.00003418,1,2.05E-39,1,0,38.96403
1, zpdlim7 ,1039,zLE8_TOTALSCOREinv,,0.08,0.00604227,28445,13.202627,1.10E-39,0.07,0.09,0.05,0.00003418,1,2.09E-39,1,0,38.95515
1, zlrig1 ,845,zLE8_TOTALSCOREinv,,0.08,0.00593711,28463,13.192035,1.30E-39,0.07,0.09,0.05,0.00003418,1,2.40E-39,1,0,38.89454
1, zdctn1 ,410,zLE8_TOTALSCOREinv,,0.08,0.00603212,28543,13.17442,1.60E-39,0.07,0.09,0.05,0.00003418,1,3.02E-39,1,0,38.79405
1, zangptl7 ,66,zLE8_TOTALSCOREinv,,0.08,0.00596346,28543,13.115353,3.50E-39,0.07,0.09,0.05,0.00003418,1,6.56E-39,1,0,38.45696
1, zikbkg ,694,zLE8_TOTALSCOREinv,,0.08,0.00606623,28258,13.110619,3.70E-39,0.07,0.09,0.05,0.00003418,1,6.99E-39,1,0,38.42887
1, zgopc ,610,zLE8_TOTALSCOREinv,,0.08,0.00606927,28258,13.082735,5.40E-39,0.07,0.09,0.05,0.00003418,1,1.01E-38,1,0,38.27032
1, zsorcs2 ,1272,zLE8_TOTALSCOREinv,,0.08,0.00593402,27652,13.081288,5.50E-39,0.07,0.09,0.05,0.00003418,1,1.03E-38,1,0,38.25963
1, zfrzb ,562,zLE8_TOTALSCOREinv,,0.08,0.00592862,28023,13.080733,5.50E-39,0.07,0.09,0.05,0.00003418,1,1.03E-38,1,0,38.25801
1, zatp6ap2 ,101,zLE8_TOTALSCOREinv,,0.08,0.00611477,27652,13.058267,7.40E-39,0.07,0.09,0.05,0.00003418,1,1.39E-38,1,0,38.12901
1, ztank ,1319,zLE8_TOTALSCOREinv,,0.08,0.00612258,27806,13.044797,8.80E-39,0.07,0.09,0.05,0.00003418,1,1.65E-38,1,0,38.05332
1, zesam ,498,zLE8_TOTALSCOREinv,,0.08,0.00592243,28672,13.04403,8.90E-39,0.07,0.09,0.05,0.00003418,1,1.65E-38,1,0,38.0524
1, zmap4k5 ,876,zLE8_TOTALSCOREinv,,0.08,0.00608653,28054,13.008792,1.40E-38,0.07,0.09,0.05,0.00003418,1,2.62E-38,1,0,37.85067
1, zvcan ,1427,zLE8_TOTALSCOREinv,,-0.08,0.00594821,28563,-13.002097,1.50E-38,-0.09,-0.07,0.05,0.00003418,1,2.84E-38,1,0,37.81484
1, zica1 ,668,zLE8_TOTALSCOREinv,,0.08,0.00612405,27806,12.999501,1.60E-38,0.07,0.09,0.05,0.00003418,1,2.96E-38,1,0,37.79722
1, zppp1r9b ,1088,zLE8_TOTALSCOREinv,,0.08,0.00602808,28635,12.993586,1.70E-38,0.07,0.09,0.05,0.00003418,1,3.17E-38,1,0,37.76707
1, zcetn2 ,282,zLE8_TOTALSCOREinv,,0.08,0.00613295,27666,12.963497,2.50E-38,0.07,0.09,0.05,0.00003418,1,4.71E-38,1,0,37.59372
1, zplpbp ,1067,zLE8_TOTALSCOREinv,,0.08,0.00606863,28318,12.939739,3.40E-38,0.07,0.09,0.05,0.00003418,1,6.37E-38,1,0,37.46265
1, zcxcl8 ,400,zLE8_TOTALSCOREinv,,0.08,0.00604851,28097,12.903415,5.50E-38,0.07,0.09,0.05,0.00003418,1,1.02E-37,1,0,37.25796
1, zgp2 ,612,zLE8_TOTALSCOREinv,,-0.08,0.00598182,27440,-12.877983,7.70E-38,-0.09,-0.07,0.05,0.00003418,1,1.42E-37,1,0,37.11302
1, zcd99 ,247,zLE8_TOTALSCOREinv,,0.07,0.00535521,28335,12.871844,8.30E-38,0.06,0.08,0.05,0.00003418,1,1.52E-37,1,0,37.08214
1, zdpep1 ,438,zLE8_TOTALSCOREinv,,-0.08,0.00597431,28054,-12.838454,1.30E-37,-0.09,-0.06,0.05,0.00003418,1,2.34E-37,1,0,36.89466
1, zfut3_fut5 ,568,zLE8_TOTALSCOREinv,,0.07,0.0058118,28563,12.829201,1.40E-37,0.06,0.09,0.05,0.00003418,1,2.62E-37,1,0,36.84495
1, zmetap1d ,899,zLE8_TOTALSCOREinv,,0.08,0.00606167,28258,12.807752,1.90E-37,0.07,0.09,0.05,0.00003418,1,3.46E-37,1,0,36.72441
1, zcdhr1 ,259,zLE8_TOTALSCOREinv,,0.08,0.00613099,27666,12.798198,2.10E-37,0.07,0.09,0.05,0.00003418,1,3.92E-37,1,0,36.66906
1, ztlr3 ,1360,zLE8_TOTALSCOREinv,,0.08,0.00599826,28635,12.793561,2.30E-37,0.06,0.09,0.05,0.00003418,1,4.12E-37,1,0,36.64686
1, zlrrn1 ,850,zLE8_TOTALSCOREinv,,-0.08,0.00605514,27806,-12.78166,2.60E-37,-0.09,-0.07,0.05,0.00003418,1,4.83E-37,1,0,36.57771
1, zsnx9 ,1269,zLE8_TOTALSCOREinv,,0.08,0.00606794,28318,12.737247,4.60E-37,0.07,0.09,0.05,0.00003418,1,8.47E-37,1,0,36.33342
1, zcdc27 ,249,zLE8_TOTALSCOREinv,,0.08,0.00613445,27652,12.712228,6.40E-37,0.07,0.09,0.05,0.00003418,1,1.17E-36,1,0,36.19268
1, zlgals7_lgals7b ,828,zLE8_TOTALSCOREinv,,0.07,0.00578941,28219,12.695628,7.90E-37,0.06,0.08,0.05,0.00003418,1,1.44E-36,1,0,36.10313
1, zbmp6 ,128,zLE8_TOTALSCOREinv,,0.08,0.00609406,27767,12.687604,8.80E-37,0.07,0.09,0.05,0.00003418,1,1.59E-36,1,0,36.05725
1, zhspb1 ,662,zLE8_TOTALSCOREinv,,0.08,0.00610668,27900,12.683796,9.20E-37,0.07,0.09,0.05,0.00003418,1,1.67E-36,1,0,36.03675
1, zcsf2ra ,367,zLE8_TOTALSCOREinv,,0.08,0.00606017,28096,12.667968,1.10E-36,0.06,0.09,0.05,0.00003418,1,2.03E-36,1,0,35.95028
1, zicoslg ,674,zLE8_TOTALSCOREinv,,-0.08,0.00606731,28196,-12.659084,1.30E-36,-0.09,-0.06,0.05,0.00003418,1,2.27E-36,1,0,35.90176
1, zcoro1a ,339,zLE8_TOTALSCOREinv,,0.08,0.00610916,27817,12.630606,1.80E-36,0.07,0.09,0.05,0.00003418,1,3.26E-36,1,0,35.74395
1, zenpp2 ,477,zLE8_TOTALSCOREinv,,0.06,0.0048457,28672,12.627369,1.90E-36,0.05,0.07,0.05,0.00003418,1,3.37E-36,1,0,35.72916
1, zil12a_il12b ,700,zLE8_TOTALSCOREinv,,0.08,0.00595216,28196,12.61825,2.10E-36,0.06,0.09,0.05,0.00003418,1,3.79E-36,1,0,35.67751
1, zerbb4 ,494,zLE8_TOTALSCOREinv,,-0.08,0.00595547,28386,-12.610568,2.30E-36,-0.09,-0.06,0.05,0.00003418,1,4.17E-36,1,0,35.63605
1, zltbp2 ,855,zLE8_TOTALSCOREinv,,-0.07,0.00555588,28672,-12.58476,3.20E-36,-0.08,-0.06,0.05,0.00003418,1,5.75E-36,1,0,35.49573
1, zclec7a ,310,zLE8_TOTALSCOREinv,,0.08,0.00597547,28635,12.563566,4.20E-36,0.06,0.09,0.05,0.00003418,1,7.50E-36,1,0,35.37979
1, ztbc1d17 ,1321,zLE8_TOTALSCOREinv,,0.08,0.00609517,27666,12.540336,5.60E-36,0.06,0.09,0.05,0.00003418,1,1.01E-35,1,0,35.24976
1, zacta2 ,10,zLE8_TOTALSCOREinv,,0.07,0.00583683,27812,12.519951,7.30E-36,0.06,0.08,0.05,0.00003418,1,1.30E-35,1,0,35.13927
1, zfolr2 ,557,zLE8_TOTALSCOREinv,,0.07,0.00582997,28563,12.510399,8.10E-36,0.06,0.08,0.05,0.00003418,1,1.46E-35,1,0,35.08984
1, zctf1 ,374,zLE8_TOTALSCOREinv,,0.08,0.00611922,27812,12.447403,1.80E-35,0.06,0.09,0.05,0.00003418,1,3.21E-35,1,0,34.74566
1, zprdx6 ,1096,zLE8_TOTALSCOREinv,,-0.08,0.00603763,28543,-12.446652,1.80E-35,-0.09,-0.06,0.05,0.00003418,1,3.22E-35,1,0,34.744
1, zcdc37 ,250,zLE8_TOTALSCOREinv,,0.08,0.00605574,28386,12.386842,3.80E-35,0.06,0.09,0.05,0.00003418,1,6.77E-35,1,0,34.42065
1, zgnly ,608,zLE8_TOTALSCOREinv,,0.07,0.00598829,28335,12.355134,5.60E-35,0.06,0.09,0.05,0.00003418,1,1.00E-34,1,0,34.24996
1, zvwf ,1444,zLE8_TOTALSCOREinv,,0.07,0.00598774,28672,12.330752,7.60E-35,0.06,0.09,0.05,0.00003418,1,1.35E-34,1,0,34.12016
1, zkifbp ,782,zLE8_TOTALSCOREinv,,0.07,0.00607578,28196,12.308046,1.00E-34,0.06,0.09,0.05,0.00003418,1,1.79E-34,1,0,33.99706
1, zhtra2 ,665,zLE8_TOTALSCOREinv,,0.07,0.00605416,28386,12.278673,1.40E-34,0.06,0.09,0.05,0.00003418,1,2.56E-34,1,0,33.84064
1, zil7 ,745,zLE8_TOTALSCOREinv,,0.07,0.00607296,28258,12.274765,1.50E-34,0.06,0.09,0.05,0.00003418,1,2.69E-34,1,0,33.81939
1, zcasp2 ,165,zLE8_TOTALSCOREinv,,0.07,0.00607171,28258,12.259048,1.80E-34,0.06,0.09,0.05,0.00003418,1,3.26E-34,1,0,33.73555
1, zsamd9l ,1187,zLE8_TOTALSCOREinv,,0.07,0.0060697,28258,12.249995,2.10E-34,0.06,0.09,0.05,0.00003418,1,3.63E-34,1,0,33.68731
1, zfadd ,512,zLE8_TOTALSCOREinv,,0.07,0.00607114,28318,12.249895,2.10E-34,0.06,0.09,0.05,0.00003418,1,3.63E-34,1,0,33.68697
1, zchmp1a ,292,zLE8_TOTALSCOREinv,,0.07,0.00608507,28096,12.241402,2.30E-34,0.06,0.09,0.05,0.00003418,1,4.03E-34,1,0,33.64106
1, zmed18 ,890,zLE8_TOTALSCOREinv,,0.08,0.00613301,27652,12.238988,2.40E-34,0.06,0.09,0.05,0.00003418,1,4.16E-34,1,0,33.6268
1, znub1 ,996,zLE8_TOTALSCOREinv,,0.07,0.00607237,28258,12.194688,4.00E-34,0.06,0.09,0.05,0.00003418,1,7.12E-34,1,0,33.39335
1, ztyro3 ,1415,zLE8_TOTALSCOREinv,,0.07,0.00604219,28318,12.188873,4.30E-34,0.06,0.09,0.05,0.00003418,1,7.63E-34,1,0,33.3627
1, zplin3 ,1066,zLE8_TOTALSCOREinv,,0.07,0.00605378,28318,12.179507,4.90E-34,0.06,0.09,0.05,0.00003418,1,8.54E-34,1,0,33.31307
1, zndufs6 ,955,zLE8_TOTALSCOREinv,,0.07,0.00612232,27652,12.171954,5.40E-34,0.06,0.09,0.05,0.00003418,1,9.40E-34,1,0,33.27103
1, zcd70 ,240,zLE8_TOTALSCOREinv,,0.07,0.00584437,28258,12.150594,6.90E-34,0.06,0.08,0.05,0.00003418,1,1.21E-33,1,0,33.15992
1, zcradd ,351,zLE8_TOTALSCOREinv,,0.07,0.00609198,28054,12.146813,7.30E-34,0.06,0.09,0.05,0.00003418,1,1.27E-33,1,0,33.13933
1, zepha2 ,486,zLE8_TOTALSCOREinv,,0.07,0.00596489,27268,12.117721,1.00E-33,0.06,0.08,0.05,0.00003418,1,1.82E-33,1,0,32.9834
1, zcfc1 ,283,zLE8_TOTALSCOREinv,,0.07,0.00611774,27652,12.102101,1.30E-33,0.06,0.09,0.05,0.00003418,1,2.19E-33,1,0,32.90233
1, zmanf ,872,zLE8_TOTALSCOREinv,,0.07,0.00604767,28445,12.082135,1.60E-33,0.06,0.08,0.05,0.00003418,1,2.77E-33,1,0,32.79968
1, zamfr ,54,zLE8_TOTALSCOREinv,,0.07,0.00613636,27666,12.074579,1.70E-33,0.06,0.09,0.05,0.00003418,1,3.04E-33,1,0,32.75768
1, zgrap2 ,620,zLE8_TOTALSCOREinv,,0.07,0.00607136,28318,12.071504,1.80E-33,0.06,0.09,0.05,0.00003418,1,3.14E-33,1,0,32.74346
1, zchrdl2 ,294,zLE8_TOTALSCOREinv,,0.07,0.00592442,28318,12.054398,2.20E-33,0.06,0.08,0.05,0.00003418,1,3.86E-33,1,0,32.6537
1, ztacstd2 ,1317,zLE8_TOTALSCOREinv,,-0.08,0.00643134,24958,-12.035961,2.80E-33,-0.09,-0.06,0.05,0.00003418,1,4.93E-33,1,0,32.54619
1, zankrd54 ,67,zLE8_TOTALSCOREinv,,0.07,0.00611107,27652,12.030341,3.00E-33,0.06,0.09,0.05,0.00003418,1,5.17E-33,1,0,32.52573
1, zakr1b1 ,44,zLE8_TOTALSCOREinv,,0.07,0.00612935,27652,12.024249,3.20E-33,0.06,0.09,0.05,0.00003418,1,5.55E-33,1,0,32.49385
1, zprss2 ,1106,zLE8_TOTALSCOREinv,,0.07,0.00605327,28451,12.015826,3.50E-33,0.06,0.08,0.05,0.00003418,1,6.11E-33,1,0,32.45213
1, zblvrb ,126,zLE8_TOTALSCOREinv,,0.07,0.00598311,28335,11.988217,4.90E-33,0.06,0.08,0.05,0.00003418,1,8.51E-33,1,0,32.30764
1, ztrim21 ,1404,zLE8_TOTALSCOREinv,,0.07,0.00604837,28258,11.984783,5.10E-33,0.06,0.08,0.05,0.00003418,1,8.86E-33,1,0,32.28951
1, zgp6 ,613,zLE8_TOTALSCOREinv,,0.07,0.00606067,28291,11.972538,5.90E-33,0.06,0.08,0.05,0.00003418,1,1.03E-32,1,0,32.22579
1, ztbc1d5 ,1323,zLE8_TOTALSCOREinv,,0.07,0.0060691,28258,11.959553,6.90E-33,0.06,0.08,0.05,0.00003418,1,1.20E-32,1,0,32.15809
1, zserpinb6 ,1217,zLE8_TOTALSCOREinv,,0.07,0.00604592,28468,11.953276,7.50E-33,0.06,0.08,0.05,0.00003418,1,1.29E-32,1,0,32.12602
1, zhla_e ,649,zLE8_TOTALSCOREinv,,0.07,0.00595384,28258,11.931478,9.70E-33,0.06,0.08,0.05,0.00003418,1,1.67E-32,1,0,32.01218
1, zfolr1 ,556,zLE8_TOTALSCOREinv,,-0.07,0.00583222,28261,-11.890528,1.60E-32,-0.08,-0.06,0.05,0.00003418,1,2.72E-32,1,0,31.79995
1, zrp2 ,1173,zLE8_TOTALSCOREinv,,0.07,0.00607006,28196,11.890555,1.60E-32,0.06,0.08,0.05,0.00003418,1,2.72E-32,1,0,31.79991
1, zfcrl5 ,528,zLE8_TOTALSCOREinv,,0.07,0.00576303,28335,11.886528,1.70E-32,0.06,0.08,0.05,0.00003418,1,2.84E-32,1,0,31.77946
1, ztbcb ,1324,zLE8_TOTALSCOREinv,,0.07,0.00608482,28096,11.879129,1.80E-32,0.06,0.08,0.05,0.00003418,1,3.11E-32,1,0,31.74054
1, zlrp1 ,846,zLE8_TOTALSCOREinv,,-0.07,0.00592283,28196,-11.874972,1.90E-32,-0.08,-0.06,0.05,0.00003418,1,3.26E-32,1,0,31.71933
1, zca1 ,144,zLE8_TOTALSCOREinv,,0.07,0.00602211,27740,11.8388,2.90E-32,0.06,0.08,0.05,0.00003418,1,5.02E-32,1,0,31.53144
1, zcbln4 ,169,zLE8_TOTALSCOREinv,,0.07,0.0060322,28543,11.764468,7.10E-32,0.06,0.08,0.05,0.00003418,1,1.20E-31,1,0,31.15181
1, zitih3 ,772,zLE8_TOTALSCOREinv,,-0.07,0.00572677,28451,-11.722779,1.20E-31,-0.08,-0.06,0.05,0.00003418,1,1.96E-31,1,0,30.93846
1, zslitrk2 ,1257,zLE8_TOTALSCOREinv,,0.07,0.00590095,28543,11.696068,1.60E-31,0.06,0.08,0.05,0.00003418,1,2.68E-31,1,0,30.80254
1, zvash1 ,1423,zLE8_TOTALSCOREinv,,0.07,0.00607071,28258,11.687461,1.70E-31,0.06,0.08,0.05,0.00003418,1,2.96E-31,1,0,30.75801
1, zgys1 ,630,zLE8_TOTALSCOREinv,,0.07,0.0061168,27812,11.675434,2.00E-31,0.06,0.08,0.05,0.00003418,1,3.42E-31,1,0,30.69569
1, zeda2r ,458,zLE8_TOTALSCOREinv,,0.06,0.00531569,28543,11.67164,2.10E-31,0.05,0.07,0.05,0.00003418,1,3.55E-31,1,0,30.67828
1, zangptl3 ,64,zLE8_TOTALSCOREinv,,0.06,0.00554631,28351,11.665184,2.30E-31,0.05,0.08,0.05,0.00003418,1,3.83E-31,1,0,30.64501
1, zclip2 ,311,zLE8_TOTALSCOREinv,,0.07,0.00607215,28258,11.664116,2.30E-31,0.06,0.08,0.05,0.00003418,1,3.88E-31,1,0,30.63935
1, zserpinb9 ,1219,zLE8_TOTALSCOREinv,,0.07,0.00608334,28096,11.632118,3.30E-31,0.06,0.08,0.05,0.00003418,1,5.63E-31,1,0,30.47667
1, zklk8 ,797,zLE8_TOTALSCOREinv,,0.07,0.00597783,27346,11.61736,4.00E-31,0.06,0.08,0.05,0.00003418,1,6.71E-31,1,0,30.40003
1, zmatn3 ,882,zLE8_TOTALSCOREinv,,-0.07,0.00593588,28057,-11.564784,7.30E-31,-0.08,-0.06,0.05,0.00003418,1,1.23E-30,1,0,30.13655
1, zplxdc1 ,1069,zLE8_TOTALSCOREinv,,-0.07,0.00613841,27652,-11.5491,8.80E-31,-0.08,-0.06,0.05,0.00003418,1,1.48E-30,1,0,30.05661
1, zmpig6b ,925,zLE8_TOTALSCOREinv,,0.07,0.00605645,28404,11.538813,9.80E-31,0.06,0.08,0.05,0.00003418,1,1.65E-30,1,0,30.00676
1, zgzmh ,633,zLE8_TOTALSCOREinv,,0.07,0.00600494,27812,11.519763,1.20E-30,0.06,0.08,0.05,0.00003418,1,2.07E-30,1,0,29.90967
1, znrcam ,984,zLE8_TOTALSCOREinv,,0.07,0.00605922,28318,11.466051,2.30E-30,0.06,0.08,0.05,0.00003418,1,3.82E-30,1,0,29.64207
1, zsiglec9 ,1240,zLE8_TOTALSCOREinv,,0.07,0.00596057,28507,11.463841,2.30E-30,0.06,0.08,0.05,0.00003418,1,3.91E-30,1,0,29.63148
1, zcarhsp1 ,162,zLE8_TOTALSCOREinv,,0.07,0.00606914,27666,11.462359,2.40E-30,0.06,0.08,0.05,0.00003418,1,3.99E-30,1,0,29.62206
1, zccl11 ,172,zLE8_TOTALSCOREinv,,0.07,0.00592366,28635,11.439928,3.10E-30,0.06,0.08,0.05,0.00003418,1,5.13E-30,1,0,29.5125
1, zspry2 ,1288,zLE8_TOTALSCOREinv,,0.07,0.00612362,27806,11.422211,3.80E-30,0.06,0.08,0.05,0.00003418,1,6.31E-30,1,0,29.42234
1, zmegf10 ,891,zLE8_TOTALSCOREinv,,-0.07,0.00601796,28325,-11.386929,5.60E-30,-0.08,-0.06,0.05,0.00003418,1,9.41E-30,1,0,29.24829
1, ztnfrsf21 ,1379,zLE8_TOTALSCOREinv,,0.07,0.00593561,28563,11.379916,6.10E-30,0.06,0.08,0.05,0.00003418,1,1.02E-29,1,0,29.21406
1, zcol1a1 ,331,zLE8_TOTALSCOREinv,,-0.07,0.00596306,28672,-11.357291,7.90E-30,-0.08,-0.06,0.05,0.00003418,1,1.31E-29,1,0,29.10225
