parmseq,zOutcome,idnum,parm,label,estimate,stderr,dof,t,p,min95,max95,uncp,corp,signif,myqvallargervolumes,selected,selected_final,mlog10p
1, zflt4 ,553,zLE8_TOTALSCOREinv,,0.14,0.00597341,28386,23.666675,1.00E-122,0.13,0.15,0.05,0.00003418,1,4.97E-122,1,0,121.911
1, ztnfrsf1b ,1378,zLE8_TOTALSCOREinv,,0.14,0.00584566,28335,23.623887,3.00E-122,0.13,0.15,0.05,0.00003418,1,1.35E-121,1,0,121.4772
1, ztnfrsf11b ,1371,zLE8_TOTALSCOREinv,,0.13,0.00568028,28325,23.602569,5.00E-122,0.12,0.15,0.05,0.00003418,1,2.20E-121,1,0,121.262
1, zsez6l ,1223,zLE8_TOTALSCOREinv,,-0.13,0.00572891,28386,-23.456069,2.00E-120,-0.15,-0.12,0.05,0.00003418,1,6.47E-120,1,0,119.7935
1, ztimp3 ,1356,zLE8_TOTALSCOREinv,,0.14,0.00598211,28445,23.387298,8.00E-120,0.13,0.15,0.05,0.00003418,1,3.12E-119,1,0,119.1083
1, zcc2d1a ,170,zLE8_TOTALSCOREinv,,0.14,0.00603203,28096,23.358906,2.00E-119,0.13,0.15,0.05,0.00003418,1,6.17E-119,1,0,118.8112
1, zmarco ,879,zLE8_TOTALSCOREinv,,0.14,0.00593977,28318,23.277592,1.00E-118,0.13,0.15,0.05,0.00003418,1,3.89E-118,1,0,118.0106
1, zrassf2 ,1149,zLE8_TOTALSCOREinv,,0.14,0.00607109,27652,23.176598,1.00E-117,0.13,0.15,0.05,0.00003418,1,4.13E-117,1,0,116.9829
1, zfst ,563,zLE8_TOTALSCOREinv,,0.14,0.00591311,28404,23.161254,1.00E-117,0.13,0.15,0.05,0.00003418,1,5.47E-117,1,0,116.8605
1, zfus ,567,zLE8_TOTALSCOREinv,,0.14,0.00608508,27595,23.126515,3.00E-117,0.13,0.15,0.05,0.00003418,1,1.29E-116,1,0,116.4858
1, zrnaset2 ,1168,zLE8_TOTALSCOREinv,,0.13,0.00584266,28541,23.096435,6.00E-117,0.12,0.15,0.05,0.00003418,1,2.35E-116,1,0,116.2254
1, zifngr2 ,680,zLE8_TOTALSCOREinv,,0.14,0.00601135,28096,23.095042,6.00E-117,0.13,0.15,0.05,0.00003418,1,2.51E-116,1,0,116.1948
1, zart3 ,92,zLE8_TOTALSCOREinv,,-0.13,0.0055086,28451,-22.916683,4.00E-115,-0.14,-0.12,0.05,0.00003418,1,1.37E-114,1,0,114.4555
1, zpi3 ,1049,zLE8_TOTALSCOREinv,,0.13,0.00564658,27993,22.847053,2.00E-114,0.12,0.14,0.05,0.00003418,1,6.83E-114,1,0,113.7581
1, zcxcl10 ,390,zLE8_TOTALSCOREinv,,0.13,0.00589697,28445,22.835907,2.00E-114,0.12,0.15,0.05,0.00003418,1,8.42E-114,1,0,113.6657
1, zcdkn1a ,262,zLE8_TOTALSCOREinv,,0.14,0.00602667,28196,22.814991,4.00E-114,0.13,0.15,0.05,0.00003418,1,1.37E-113,1,0,113.4528
1, zckap4 ,296,zLE8_TOTALSCOREinv,,0.13,0.0058596,28501,22.810486,4.00E-114,0.12,0.15,0.05,0.00003418,1,1.48E-113,1,0,113.4198
1, zoptc ,1009,zLE8_TOTALSCOREinv,,-0.13,0.00581981,28196,-22.760634,1.00E-113,-0.14,-0.12,0.05,0.00003418,1,4.62E-113,1,0,112.9236
1, zipcef1 ,753,zLE8_TOTALSCOREinv,,0.14,0.00602866,28057,22.751883,1.00E-113,0.13,0.15,0.05,0.00003418,1,5.66E-113,1,0,112.8335
1, zxg ,1457,zLE8_TOTALSCOREinv,,0.11,0.00466825,28536,22.714024,3.00E-113,0.1,0.12,0.05,0.00003418,1,1.27E-112,1,0,112.4827
1, zpsip1 ,1113,zLE8_TOTALSCOREinv,,0.14,0.0060202,28258,22.543292,2.00E-111,0.12,0.15,0.05,0.00003418,1,5.79E-111,1,0,110.8217
1, zcst7 ,372,zLE8_TOTALSCOREinv,,0.13,0.00599799,28366,22.435416,2.00E-110,0.12,0.15,0.05,0.00003418,1,6.24E-110,1,0,109.7882
1, zigfbp6 ,689,zLE8_TOTALSCOREinv,,0.12,0.00527574,28218,22.378349,6.00E-110,0.11,0.13,0.05,0.00003418,1,2.22E-109,1,0,109.2365
1, zpsrc1 ,1120,zLE8_TOTALSCOREinv,,0.14,0.00609335,27652,22.254355,9.00E-109,0.12,0.15,0.05,0.00003418,1,3.52E-108,1,0,108.0343
1, zpebp1 ,1042,zLE8_TOTALSCOREinv,,0.13,0.00599116,28335,22.201791,3.00E-108,0.12,0.14,0.05,0.00003418,1,1.05E-107,1,0,107.5573
1, zstc2 ,1300,zLE8_TOTALSCOREinv,,0.13,0.00583884,28294,22.109677,2.00E-107,0.12,0.14,0.05,0.00003418,1,7.86E-107,1,0,106.683
1, zlrrc25 ,849,zLE8_TOTALSCOREinv,,0.13,0.00589965,28196,22.041178,9.00E-107,0.12,0.14,0.05,0.00003418,1,3.50E-106,1,0,106.033
1, zpdgfb ,1035,zLE8_TOTALSCOREinv,,0.13,0.00600712,28445,22.037585,1.00E-106,0.12,0.14,0.05,0.00003418,1,3.71E-106,1,0,106.007
1, ztnf ,1365,zLE8_TOTALSCOREinv,,0.13,0.00601268,27775,21.998783,2.00E-106,0.12,0.14,0.05,0.00003418,1,9.02E-106,1,0,105.6202
1, zcd38 ,227,zLE8_TOTALSCOREinv,,0.11,0.00509872,28196,21.983334,3.00E-106,0.1,0.12,0.05,0.00003418,1,1.22E-105,1,0,105.4883
1, zitgav ,764,zLE8_TOTALSCOREinv,,-0.13,0.0058133,28543,-21.937005,9.00E-106,-0.14,-0.12,0.05,0.00003418,1,3.23E-105,1,0,105.0636
1, zdkk1 ,425,zLE8_TOTALSCOREinv,,0.13,0.00599478,28563,21.929089,1.00E-105,0.12,0.14,0.05,0.00003418,1,3.82E-105,1,0,104.9899
1, zcxcl6 ,399,zLE8_TOTALSCOREinv,,0.13,0.00598991,28635,21.77672,3.00E-104,0.12,0.14,0.05,0.00003418,1,1.01E-103,1,0,103.5668
1, zgzma ,631,zLE8_TOTALSCOREinv,,0.13,0.00592627,28635,21.764173,4.00E-104,0.12,0.14,0.05,0.00003418,1,1.32E-103,1,0,103.4498
1, zcntn5 ,328,zLE8_TOTALSCOREinv,,-0.12,0.00561534,28389,-21.758548,4.00E-104,-0.13,-0.11,0.05,0.00003418,1,1.51E-103,1,0,103.3902
1, zfmnl1 ,554,zLE8_TOTALSCOREinv,,0.13,0.00607752,27666,21.732436,7.00E-104,0.12,0.14,0.05,0.00003418,1,2.77E-103,1,0,103.1252
1, zrnase3 ,1167,zLE8_TOTALSCOREinv,,0.13,0.00604004,28192,21.698355,1.00E-103,0.12,0.14,0.05,0.00003418,1,5.52E-103,1,0,102.8245
1, zpglyrp1 ,1047,zLE8_TOTALSCOREinv,,0.13,0.00590654,28555,21.656759,4.00E-103,0.12,0.14,0.05,0.00003418,1,1.31E-102,1,0,102.449
1, znid1 ,966,zLE8_TOTALSCOREinv,,0.13,0.00588974,28351,21.656396,4.00E-103,0.12,0.14,0.05,0.00003418,1,1.33E-102,1,0,102.4398
1, zlbp ,818,zLE8_TOTALSCOREinv,,0.13,0.00597566,28451,21.623451,7.00E-103,0.12,0.14,0.05,0.00003418,1,2.67E-102,1,0,102.1374
1, zabl1 ,3,zLE8_TOTALSCOREinv,,0.13,0.00603924,28196,21.58997,2.00E-102,0.12,0.14,0.05,0.00003418,1,5.52E-102,1,0,101.8203
1, zcd274 ,216,zLE8_TOTALSCOREinv,,0.13,0.0059214,28096,21.577902,2.00E-102,0.12,0.14,0.05,0.00003418,1,7.16E-102,1,0,101.7058
1, zrgma ,1162,zLE8_TOTALSCOREinv,,-0.13,0.00595567,28563,-21.548322,4.00E-102,-0.14,-0.12,0.05,0.00003418,1,1.30E-101,1,0,101.4462
1, zqpct ,1138,zLE8_TOTALSCOREinv,,0.13,0.00593152,28383,21.535189,5.00E-102,0.12,0.14,0.05,0.00003418,1,1.73E-101,1,0,101.3199
1, zcd2ap ,219,zLE8_TOTALSCOREinv,,0.13,0.00602006,28318,21.535104,5.00E-102,0.12,0.14,0.05,0.00003418,1,1.74E-101,1,0,101.3173
1, zcd40 ,229,zLE8_TOTALSCOREinv,,0.13,0.00600918,28325,21.510325,8.00E-102,0.12,0.14,0.05,0.00003418,1,2.94E-101,1,0,101.0891
1, zdpp6 ,442,zLE8_TOTALSCOREinv,,-0.12,0.00581847,28196,-21.410183,7.00E-101,-0.14,-0.11,0.05,0.00003418,1,2.46E-100,1,0,100.1651
1, ztnfrsf13b ,1373,zLE8_TOTALSCOREinv,,0.13,0.00592847,28357,21.384221,1.00E-100,0.12,0.14,0.05,0.00003418,1,4.20E-100,1,0,99.93165
1, zsnap29 ,1267,zLE8_TOTALSCOREinv,,0.13,0.00602203,28386,21.343662,3.00E-100,0.12,0.14,0.05,0.00003418,1,9.82E-100,1,0,99.56129
1, ztxnrd1 ,1413,zLE8_TOTALSCOREinv,,0.13,0.00600934,28335,21.32529,4.00E-100,0.12,0.14,0.05,0.00003418,1,1.45E-99,1,0,99.39198
1, zdbi ,406,zLE8_TOTALSCOREinv,,0.13,0.00602993,28204,21.271944,1.30E-99,0.12,0.14,0.05,0.00003418,1,4.46E-99,1,0,98.90166
1, znfkbie ,964,zLE8_TOTALSCOREinv,,0.13,0.00609799,27652,21.259938,1.70E-99,0.12,0.14,0.05,0.00003418,1,5.94E-99,1,0,98.77685
1, zpodxl2 ,1078,zLE8_TOTALSCOREinv,,-0.13,0.00601509,28386,-21.255983,1.70E-99,-0.14,-0.12,0.05,0.00003418,1,6.14E-99,1,0,98.76122
1, zclec1b ,303,zLE8_TOTALSCOREinv,,0.13,0.00600328,28563,21.241428,2.30E-99,0.12,0.14,0.05,0.00003418,1,8.22E-99,1,0,98.63347
1, zcdh15 ,253,zLE8_TOTALSCOREinv,,0.11,0.00536065,28521,21.203548,5.20E-99,0.1,0.12,0.05,0.00003418,1,1.82E-98,1,0,98.28788
1, zncam1 ,946,zLE8_TOTALSCOREinv,,-0.12,0.00585613,28451,-21.149259,1.60E-98,-0.14,-0.11,0.05,0.00003418,1,5.66E-98,1,0,97.79339
1, zmln ,911,zLE8_TOTALSCOREinv,,0.12,0.00587174,28258,21.101305,4.40E-98,0.11,0.14,0.05,0.00003418,1,1.55E-97,1,0,97.35418
1, ztriap1 ,1403,zLE8_TOTALSCOREinv,,0.13,0.00599791,28543,21.038025,1.60E-97,0.11,0.14,0.05,0.00003418,1,5.67E-97,1,0,96.79021
1, zclec6a ,309,zLE8_TOTALSCOREinv,,0.13,0.00601229,27652,21.010795,3.00E-97,0.11,0.14,0.05,0.00003418,1,1.05E-96,1,0,96.52132
1, ztmprss5 ,1362,zLE8_TOTALSCOREinv,,-0.13,0.00596649,27975,-20.991342,4.40E-97,-0.14,-0.11,0.05,0.00003418,1,1.54E-96,1,0,96.35494
1, zsftpa2 ,1228,zLE8_TOTALSCOREinv,,0.13,0.00606145,27652,20.915615,2.20E-96,0.11,0.14,0.05,0.00003418,1,7.49E-96,1,0,95.6664
1, zil1rap ,723,zLE8_TOTALSCOREinv,,-0.12,0.00583245,28335,-20.889988,3.50E-96,-0.13,-0.11,0.05,0.00003418,1,1.22E-95,1,0,95.45459
1, zcep20 ,275,zLE8_TOTALSCOREinv,,0.13,0.00609687,27652,20.861363,6.60E-96,0.12,0.14,0.05,0.00003418,1,2.28E-95,1,0,95.18079
1, zsh2d1a ,1231,zLE8_TOTALSCOREinv,,0.13,0.00602522,28258,20.841055,9.70E-96,0.11,0.14,0.05,0.00003418,1,3.33E-95,1,0,95.01495
1, zbtn3a2 ,137,zLE8_TOTALSCOREinv,,0.12,0.00597854,28258,20.831838,1.20E-95,0.11,0.14,0.05,0.00003418,1,4.02E-95,1,0,94.93262
1, zklb ,788,zLE8_TOTALSCOREinv,,-0.13,0.00609717,27666,-20.738861,8.10E-95,-0.14,-0.11,0.05,0.00003418,1,2.80E-94,1,0,94.08908
1, zigfbp7 ,690,zLE8_TOTALSCOREinv,,0.12,0.00581529,28672,20.733039,8.70E-95,0.11,0.13,0.05,0.00003418,1,2.97E-94,1,0,94.06239
1, zvegfc ,1429,zLE8_TOTALSCOREinv,,0.12,0.00601443,28386,20.69284,2.00E-94,0.11,0.14,0.05,0.00003418,1,6.85E-94,1,0,93.69839
1, zccl8 ,194,zLE8_TOTALSCOREinv,,0.12,0.0059958,28507,20.657733,4.10E-94,0.11,0.14,0.05,0.00003418,1,1.39E-93,1,0,93.39002
1, znmnat1 ,970,zLE8_TOTALSCOREinv,,0.12,0.00601555,28096,20.657676,4.20E-94,0.11,0.14,0.05,0.00003418,1,1.42E-93,1,0,93.37952
1, zrobo1 ,1170,zLE8_TOTALSCOREinv,,0.12,0.00588242,28357,20.62433,8.10E-94,0.11,0.13,0.05,0.00003418,1,2.76E-93,1,0,93.09071
1, zccl13 ,173,zLE8_TOTALSCOREinv,,0.12,0.00598099,28584,20.571548,2.30E-93,0.11,0.13,0.05,0.00003418,1,7.94E-93,1,0,92.62978
1, zhspa1a ,661,zLE8_TOTALSCOREinv,,0.12,0.00602083,28411,20.539631,4.50E-93,0.11,0.14,0.05,0.00003418,1,1.53E-92,1,0,92.34428
1, zager ,33,zLE8_TOTALSCOREinv,,-0.12,0.00592898,28282,-20.489084,1.30E-92,-0.13,-0.11,0.05,0.00003418,1,4.28E-92,1,0,91.89645
1, zil2ra ,732,zLE8_TOTALSCOREinv,,0.12,0.00593475,28123,20.476171,1.70E-92,0.11,0.13,0.05,0.00003418,1,5.59E-92,1,0,91.77923
1, zctsb ,377,zLE8_TOTALSCOREinv,,-0.12,0.00596528,28372,-20.473358,1.70E-92,-0.13,-0.11,0.05,0.00003418,1,5.83E-92,1,0,91.76039
1, zythdf3 ,1461,zLE8_TOTALSCOREinv,,0.12,0.00609624,27806,20.445911,3.10E-92,0.11,0.14,0.05,0.00003418,1,1.04E-91,1,0,91.50607
1, zncf2 ,949,zLE8_TOTALSCOREinv,,0.12,0.00602505,28211,20.387018,1.00E-91,0.11,0.13,0.05,0.00003418,1,3.34E-91,1,0,90.99991
1, znsfl1c ,988,zLE8_TOTALSCOREinv,,0.12,0.00596812,28563,20.374681,1.30E-91,0.11,0.13,0.05,0.00003418,1,4.20E-91,1,0,90.90009
1, zmatn2 ,881,zLE8_TOTALSCOREinv,,0.12,0.00584168,28357,20.37472,1.30E-91,0.11,0.13,0.05,0.00003418,1,4.23E-91,1,0,90.89575
1, zfyb1 ,572,zLE8_TOTALSCOREinv,,0.12,0.00603302,28291,20.354705,1.90E-91,0.11,0.13,0.05,0.00003418,1,6.33E-91,1,0,90.71935
1, zcebpb ,272,zLE8_TOTALSCOREinv,,0.12,0.0060532,27812,20.332811,3.00E-91,0.11,0.13,0.05,0.00003418,1,1.01E-90,1,0,90.51711
1, zatox1 ,98,zLE8_TOTALSCOREinv,,0.12,0.00601303,28386,20.266175,1.10E-90,0.11,0.13,0.05,0.00003418,1,3.71E-90,1,0,89.94996
1, zrrm2 ,1174,zLE8_TOTALSCOREinv,,0.12,0.00609043,27652,20.261174,1.30E-90,0.11,0.14,0.05,0.00003418,1,4.25E-90,1,0,89.8896
1, ztxlna ,1410,zLE8_TOTALSCOREinv,,0.12,0.00604134,28096,20.25183,1.50E-90,0.11,0.13,0.05,0.00003418,1,4.99E-90,1,0,89.8187
1, ztimd4 ,1354,zLE8_TOTALSCOREinv,,0.12,0.00593398,28451,20.243439,1.80E-90,0.11,0.13,0.05,0.00003418,1,5.78E-90,1,0,89.75378
1, zamn ,56,zLE8_TOTALSCOREinv,,0.12,0.00608324,27806,20.240622,1.90E-90,0.11,0.14,0.05,0.00003418,1,6.31E-90,1,0,89.71465
1, zfkbp4 ,545,zLE8_TOTALSCOREinv,,0.12,0.00604876,28096,20.109023,2.60E-89,0.11,0.13,0.05,0.00003418,1,8.55E-89,1,0,88.58196
1, zpvr ,1135,zLE8_TOTALSCOREinv,,0.12,0.00598628,28563,20.003898,2.10E-88,0.11,0.13,0.05,0.00003418,1,6.70E-88,1,0,87.68695
1, zeif4g1 ,470,zLE8_TOTALSCOREinv,,0.12,0.00599703,28635,19.999654,2.20E-88,0.11,0.13,0.05,0.00003418,1,7.25E-88,1,0,87.65202
1, zptgds ,1122,zLE8_TOTALSCOREinv,,0.11,0.00574868,28113,19.913368,1.30E-87,0.1,0.13,0.05,0.00003418,1,4.07E-87,1,0,86.90166
1, zccl19 ,179,zLE8_TOTALSCOREinv,,0.12,0.00596943,28563,19.861801,3.40E-87,0.11,0.13,0.05,0.00003418,1,1.10E-86,1,0,86.4707
1, zbag3 ,111,zLE8_TOTALSCOREinv,,0.12,0.00604301,28057,19.807967,1.00E-86,0.11,0.13,0.05,0.00003418,1,3.22E-86,1,0,86.00169
1, zdnmbp ,435,zLE8_TOTALSCOREinv,,0.12,0.0060461,28096,19.798007,1.20E-86,0.11,0.13,0.05,0.00003418,1,3.89E-86,1,0,85.91782
1, zcd46 ,231,zLE8_TOTALSCOREinv,,0.12,0.00599131,28168,19.794904,1.30E-86,0.11,0.13,0.05,0.00003418,1,4.11E-86,1,0,85.89294
1, zccl27 ,188,zLE8_TOTALSCOREinv,,0.12,0.00590418,28318,19.743891,3.40E-86,0.1,0.13,0.05,0.00003418,1,1.11E-85,1,0,85.46291
1, zccl14 ,174,zLE8_TOTALSCOREinv,,0.12,0.00596261,28272,19.73245,4.30E-86,0.11,0.13,0.05,0.00003418,1,1.38E-85,1,0,85.36497
1, zpilrb ,1054,zLE8_TOTALSCOREinv,,0.12,0.00595938,28318,19.704319,7.50E-86,0.11,0.13,0.05,0.00003418,1,2.38E-85,1,0,85.12766
1, zfcar ,519,zLE8_TOTALSCOREinv,,0.12,0.00601413,28258,19.624301,3.50E-85,0.11,0.13,0.05,0.00003418,1,1.13E-84,1,0,84.45058
1, ztnfsf10 ,1384,zLE8_TOTALSCOREinv,,0.12,0.00599124,28635,19.592482,6.50E-85,0.11,0.13,0.05,0.00003418,1,2.05E-84,1,0,84.18993
1, zhyou1 ,667,zLE8_TOTALSCOREinv,,0.12,0.00594988,28672,19.557149,1.30E-84,0.1,0.13,0.05,0.00003418,1,4.06E-84,1,0,83.89346
1, zscamp3 ,1188,zLE8_TOTALSCOREinv,,0.12,0.00604168,28196,19.547805,1.60E-84,0.11,0.13,0.05,0.00003418,1,4.95E-84,1,0,83.80573
1, zfli1 ,548,zLE8_TOTALSCOREinv,,0.12,0.00610653,27652,19.547366,1.60E-84,0.11,0.13,0.05,0.00003418,1,5.11E-84,1,0,83.79112
1, zolr1 ,1006,zLE8_TOTALSCOREinv,,0.12,0.00603525,28082,19.545714,1.60E-84,0.11,0.13,0.05,0.00003418,1,5.16E-84,1,0,83.78592
1, zacan ,5,zLE8_TOTALSCOREinv,,-0.12,0.00597041,28035,-19.53035,2.20E-84,-0.13,-0.1,0.05,0.00003418,1,6.95E-84,1,0,83.65603
1, zazu1 ,107,zLE8_TOTALSCOREinv,,0.12,0.0061091,27495,19.501194,4.00E-84,0.11,0.13,0.05,0.00003418,1,1.25E-83,1,0,83.40073
1, zenah ,473,zLE8_TOTALSCOREinv,,0.12,0.00607657,27806,19.477998,6.10E-84,0.11,0.13,0.05,0.00003418,1,1.92E-83,1,0,83.21284
1, zadamts8 ,23,zLE8_TOTALSCOREinv,,-0.12,0.00601235,28386,-19.424909,1.70E-83,-0.13,-0.11,0.05,0.00003418,1,5.18E-83,1,0,82.78044
1, zceacam5 ,270,zLE8_TOTALSCOREinv,,0.12,0.00608313,27316,19.426412,1.70E-83,0.11,0.13,0.05,0.00003418,1,5.27E-83,1,0,82.77192
1, zspon1 ,1285,zLE8_TOTALSCOREinv,,0.11,0.00580379,28357,19.412919,2.10E-83,0.1,0.12,0.05,0.00003418,1,6.51E-83,1,0,82.67984
1, zlat2 ,816,zLE8_TOTALSCOREinv,,0.12,0.00604572,28196,19.406435,2.40E-83,0.11,0.13,0.05,0.00003418,1,7.41E-83,1,0,82.6227
1, zsod1 ,1270,zLE8_TOTALSCOREinv,,0.12,0.00605752,27763,19.348041,7.40E-83,0.11,0.13,0.05,0.00003418,1,2.31E-82,1,0,82.12814
1, zstk11 ,1302,zLE8_TOTALSCOREinv,,0.12,0.00608174,27812,19.344669,7.90E-83,0.11,0.13,0.05,0.00003418,1,2.45E-82,1,0,82.10106
1, zcd207 ,211,zLE8_TOTALSCOREinv,,0.12,0.00608965,27702,19.300453,1.90E-82,0.11,0.13,0.05,0.00003418,1,5.72E-82,1,0,81.73183
1, zscg3 ,1195,zLE8_TOTALSCOREinv,,-0.11,0.00591705,28357,-19.268709,3.30E-82,-0.13,-0.1,0.05,0.00003418,1,1.02E-81,1,0,81.48112
1, zmsln ,928,zLE8_TOTALSCOREinv,,0.11,0.00592404,28151,19.268319,3.40E-82,0.1,0.13,0.05,0.00003418,1,1.03E-81,1,0,81.47408
1, zccn2 ,196,zLE8_TOTALSCOREinv,,0.12,0.00603096,28307,19.193257,1.40E-81,0.1,0.13,0.05,0.00003418,1,4.27E-81,1,0,80.85649
1, zfgr ,541,zLE8_TOTALSCOREinv,,0.12,0.00609424,27666,19.188585,1.60E-81,0.1,0.13,0.05,0.00003418,1,4.78E-81,1,0,80.80604
1, znptxr ,982,zLE8_TOTALSCOREinv,,-0.11,0.00598671,28318,-19.185433,1.60E-81,-0.13,-0.1,0.05,0.00003418,1,4.93E-81,1,0,80.79214
1, zsiglec10 ,1235,zLE8_TOTALSCOREinv,,0.11,0.00597575,28258,19.183198,1.70E-81,0.1,0.13,0.05,0.00003418,1,5.15E-81,1,0,80.77262
1, zvnn2 ,1433,zLE8_TOTALSCOREinv,,0.12,0.00602066,28196,19.181339,1.80E-81,0.1,0.13,0.05,0.00003418,1,5.33E-81,1,0,80.75616
1, zphospho1 ,1048,zLE8_TOTALSCOREinv,,0.11,0.00587122,28096,19.169783,2.20E-81,0.1,0.12,0.05,0.00003418,1,6.66E-81,1,0,80.65908
1, zcd8a ,245,zLE8_TOTALSCOREinv,,0.11,0.00598307,28563,19.156693,2.80E-81,0.1,0.13,0.05,0.00003418,1,8.35E-81,1,0,80.55966
1, zfcgr2b ,522,zLE8_TOTALSCOREinv,,0.12,0.00610274,27652,19.134379,4.40E-81,0.1,0.13,0.05,0.00003418,1,1.32E-80,1,0,80.35939
1, zscarf1 ,1192,zLE8_TOTALSCOREinv,,0.11,0.00598362,28672,19.04717,2.20E-80,0.1,0.13,0.05,0.00003418,1,6.57E-80,1,0,79.66197
1, zltbr ,857,zLE8_TOTALSCOREinv,,0.11,0.00589968,28212,19.038996,2.60E-80,0.1,0.12,0.05,0.00003418,1,7.79E-80,1,0,79.58701
1, zhs6st1 ,658,zLE8_TOTALSCOREinv,,0.11,0.0059139,28543,19.031173,3.00E-80,0.1,0.12,0.05,0.00003418,1,8.89E-80,1,0,79.52877
1, zgdnf ,585,zLE8_TOTALSCOREinv,,0.11,0.00592982,27666,19.028366,3.20E-80,0.1,0.12,0.05,0.00003418,1,9.70E-80,1,0,79.49017
1, zcxcl5 ,398,zLE8_TOTALSCOREinv,,0.11,0.00591115,28248,18.972603,9.00E-80,0.1,0.12,0.05,0.00003418,1,2.70E-79,1,0,79.04506
1, zshmt1 ,1232,zLE8_TOTALSCOREinv,,0.11,0.00603218,28404,18.961569,1.10E-79,0.1,0.13,0.05,0.00003418,1,3.29E-79,1,0,78.95776
1, zomg ,1008,zLE8_TOTALSCOREinv,,-0.11,0.00600155,28196,-18.961975,1.10E-79,-0.13,-0.1,0.05,0.00003418,1,3.29E-79,1,0,78.95747
1, zareg ,83,zLE8_TOTALSCOREinv,,0.11,0.00594815,28196,18.934704,1.80E-79,0.1,0.12,0.05,0.00003418,1,5.47E-79,1,0,78.73526
1, zlilrb1 ,838,zLE8_TOTALSCOREinv,,0.11,0.00587968,28672,18.9111,2.80E-79,0.1,0.12,0.05,0.00003418,1,8.34E-79,1,0,78.55126
1, zgcg ,581,zLE8_TOTALSCOREinv,,0.11,0.00607495,27652,18.880788,5.20E-79,0.1,0.13,0.05,0.00003418,1,1.53E-78,1,0,78.28734
1, ztmprss15 ,1361,zLE8_TOTALSCOREinv,,0.11,0.00601764,28196,18.859587,7.50E-79,0.1,0.13,0.05,0.00003418,1,2.22E-78,1,0,78.12479
1, zmetap2 ,900,zLE8_TOTALSCOREinv,,0.11,0.00601571,28499,18.780189,3.30E-78,0.1,0.12,0.05,0.00003418,1,9.61E-78,1,0,77.48714
1, zpdgfa ,1034,zLE8_TOTALSCOREinv,,0.11,0.00600061,28672,18.772862,3.70E-78,0.1,0.12,0.05,0.00003418,1,1.09E-77,1,0,77.43078
1, zpsme1 ,1116,zLE8_TOTALSCOREinv,,0.11,0.00601163,28052,18.770777,3.90E-78,0.1,0.12,0.05,0.00003418,1,1.16E-77,1,0,77.40366
1, zdtx3 ,452,zLE8_TOTALSCOREinv,,0.11,0.00583279,28196,18.760686,4.70E-78,0.1,0.12,0.05,0.00003418,1,1.39E-77,1,0,77.32463
1, zhexim1 ,644,zLE8_TOTALSCOREinv,,0.11,0.00603798,28258,18.730382,8.30E-78,0.1,0.12,0.05,0.00003418,1,2.43E-77,1,0,77.0813
1, zhmox2 ,652,zLE8_TOTALSCOREinv,,0.11,0.00610404,27666,18.71322,1.20E-77,0.1,0.13,0.05,0.00003418,1,3.41E-77,1,0,76.93311
1, zccl15 ,175,zLE8_TOTALSCOREinv,,0.11,0.00589355,28672,18.711058,1.20E-77,0.1,0.12,0.05,0.00003418,1,3.41E-77,1,0,76.9324
1, zcrh ,354,zLE8_TOTALSCOREinv,,-0.11,0.00609859,27594,-18.703855,1.40E-77,-0.13,-0.1,0.05,0.00003418,1,4.05E-77,1,0,76.85651
1, zegfl7 ,465,zLE8_TOTALSCOREinv,,0.11,0.00601351,27652,18.669979,2.60E-77,0.1,0.12,0.05,0.00003418,1,7.54E-77,1,0,76.58524
1, zdpp7 ,443,zLE8_TOTALSCOREinv,,0.11,0.0060302,28082,18.651879,3.60E-77,0.1,0.12,0.05,0.00003418,1,1.04E-76,1,0,76.44716
1, zplxna4 ,1070,zLE8_TOTALSCOREinv,,0.11,0.00605092,28258,18.647316,3.90E-77,0.1,0.12,0.05,0.00003418,1,1.12E-76,1,0,76.41344
1, ztxndc5 ,1412,zLE8_TOTALSCOREinv,,0.11,0.00600569,28563,18.611433,7.40E-77,0.1,0.12,0.05,0.00003418,1,2.14E-76,1,0,76.13069
1, zhs3st3b1 ,657,zLE8_TOTALSCOREinv,,0.11,0.00604358,28196,18.607341,8.10E-77,0.1,0.12,0.05,0.00003418,1,2.33E-76,1,0,76.09205
1, zcpped1 ,346,zLE8_TOTALSCOREinv,,0.11,0.00594302,28563,18.599054,9.30E-77,0.1,0.12,0.05,0.00003418,1,2.67E-76,1,0,76.03158
1, zglrx ,604,zLE8_TOTALSCOREinv,,0.11,0.00604842,28150,18.574257,1.50E-76,0.1,0.12,0.05,0.00003418,1,4.28E-76,1,0,75.82667
1, zcsf3 ,368,zLE8_TOTALSCOREinv,,0.11,0.00603124,27806,18.55205,2.30E-76,0.1,0.12,0.05,0.00003418,1,6.50E-76,1,0,75.6437
1, zbtn2a1 ,136,zLE8_TOTALSCOREinv,,0.11,0.00591094,28445,18.54775,2.40E-76,0.1,0.12,0.05,0.00003418,1,6.86E-76,1,0,75.61965
1, zccl4 ,191,zLE8_TOTALSCOREinv,,0.11,0.00601514,28366,18.486177,7.50E-76,0.1,0.12,0.05,0.00003418,1,2.13E-75,1,0,75.12775
1, zereg ,496,zLE8_TOTALSCOREinv,,0.11,0.00606429,28054,18.466601,1.10E-75,0.1,0.12,0.05,0.00003418,1,3.07E-75,1,0,74.96719
